Bin Center	Bin Value
1.0084766734865977e-06	95.65021853615589
1.025573728446591e-06	94.88265564201801
1.0429606357115412e-06	94.11067085789674
1.0606423092481435e-06	93.33411730899843
1.0786237463312785e-06	92.55284623241637
1.096910028956362e-06	91.76670694008286
1.1155063252756382e-06	90.97554678113495
1.1344178910588306e-06	90.1792111036844
1.1536500711785527e-06	89.37754321598128
1.1732083011208957e-06	88.57038434695922
1.1930981085216315e-06	87.81899701656128
1.213325114728462e-06	87.12477798448282
1.2338950363897473e-06	86.42668788674402
1.2548136870701676e-06	85.72459498419805
1.276086978893783e-06	85.01836585765886
1.297720924214946e-06	84.30786537478728
1.3197216373175394e-06	83.59295665645345
1.3420953361430188e-06	82.87350104256844
1.3648483440477588e-06	82.14935805737429
1.3879870915901932e-06	81.42038537418374
1.4115181183482398e-06	80.73636015920928
1.4354480747675497e-06	80.09840399912135
1.4597837240410894e-06	79.45689385542208
1.484531944020583e-06	78.81170869451437
1.509699729160358e-06	78.16272593964308
1.5352941924941531e-06	77.50982144047471
1.56132256764544e-06	76.85286944219739
1.5877922108718152e-06	76.1917425541315
1.6147106031440625e-06	75.52631171784395
1.6420853522604615e-06	74.8564461747565
1.669924194996937e-06	74.22787210702593
1.698234999293656e-06	73.64161980982266
1.727025766478706e-06	73.05210465661371
1.7563046335294701e-06	72.45921544963447
1.7860798753723282e-06	71.8628395736954
1.816359907221357e-06	71.26286296823689
1.8471532869566818e-06	70.65917009894297
1.8784687175431391e-06	70.05164392890632
1.9103150494899438e-06	69.44016588933627
1.942701283352064e-06	68.8246158498026
1.9756365722740036e-06	68.24653036278704
2.009130224576702e-06	67.70684397009914
2.043191706388287e-06	67.16414594070852
2.077830644319443e-06	66.61833384104351
2.1130568281841312e-06	66.06930393098017
2.148880213766419e-06	65.51695113809181
2.1853109256342356e-06	64.9611690314928
2.2223592600008277e-06	64.40184979526872
2.260035687634718e-06	63.83888420148505
2.2983508568189965e-06	63.27216158276855
2.33731559636079e-06	62.74055996730062
2.3769409186517584e-06	62.24495585640381
2.4172380227804506e-06	61.74659261461189
2.458218297697449e-06	61.24537623114705
2.499893325434172e-06	60.74121149680347
2.5422748843762352e-06	60.23400198032092
2.5853749525923086e-06	59.72365000438467
2.6292057112194152e-06	59.210056621246736
2.6737795479056283e-06	58.6931215879609
2.7191090603111086e-06	58.1727433412245
2.765207059668523e-06	57.68429974911367
2.812086574403813e-06	57.22858754340889
2.8597608538183485e-06	56.770337565631216
2.908243371833496e-06	56.3094633658231
2.9575478307986853e-06	55.84587739190543
3.007688165364037e-06	55.37949096795048
3.0586785464186307e-06	54.91021427211147
3.1105333850955385e-06	54.43795631420371
3.1632673368447717e-06	53.96262491293047
3.216895305575281e-06	53.48412667274788
3.271432447867146e-06	53.03489176824255
3.326894177255208e-06	52.615650252296746
3.3832961685853226e-06	52.19407099970579
3.4406543624444367e-06	51.77007445282313
3.4989849696657957e-06	51.34358003942336
3.5583044759105364e-06	50.91450615270432
3.6186296463269256e-06	50.482770130973925
3.679977530288602e-06	50.04828823701522
3.7423654662131476e-06	49.6109756371252
3.8058110864623638e-06	49.17074637982083
3.870332322325599e-06	48.75758347067249
3.935947409087562e-06	48.372162269299125
4.0026748911820734e-06	47.98459215466752
4.070533627433186e-06	47.594799989105205
4.1395427963851244e-06	47.20271170225825
4.209721901722633e-06	46.80825227270753
4.2810907777831974e-06	46.41134570929489
4.3536695951627085e-06	46.01191503215358
4.427478866416158e-06	45.60988225343888
4.5025394518550016e-06	45.205168357752584
4.5788725654428015e-06	44.82549523372785
4.656499780790804e-06	44.47148776462036
4.735443037255164e-06	44.11551040812984
4.815724646137554e-06	43.757496020957156
4.897367296990898e-06	43.397376603976305
4.980394064031971e-06	43.03508328536053
5.0648284126627486e-06	42.670546303442606
5.150694206102325e-06	42.30369498930423
5.23801571213121e-06	41.93445774908918
5.3268176099500205e-06	41.562762046036475
5.417124997154431e-06	41.21371970271716
5.508963396828368e-06	40.887895807488256
5.602358764757438e-06	40.56025479146498
5.697337496764694e-06	40.230734821960034
5.793926436170743e-06	39.89927327771836
5.892152881380323e-06	39.565806733374515
5.9920445935974825e-06	39.23027094366454
6.093629804671601e-06	38.8926008273884
6.1969372250764114e-06	38.55273045111855
6.301996052024249e-06	38.210593012649625
6.408835977717925e-06	37.889518067923795
6.517487197742476e-06	37.59003118531672
6.627980419599171e-06	37.28887484791901
6.740346871384189e-06	36.98599222783865
6.854618310614458e-06	36.68132577252651
6.970827033203125e-06	36.37481719049245
7.089005882587156e-06	36.066407436795856
7.209188259009688e-06	35.75603669830696
7.331408128959766e-06	35.44364437873459
7.4557000347721344e-06	35.12916908341669
7.582099104389701e-06	34.83414101253454
7.710641061291574e-06	34.55904545423551
7.841362234589427e-06	34.28241921338645
7.974299569294943e-06	34.00421011445065
8.109490636761403e-06	33.724365316857906
8.2469736453023e-06	33.44283130189243
8.386787450989916e-06	33.159553859374135
8.528971568637e-06	32.874478074128994
8.673566182964624e-06	32.58754831224542
8.820612159959398e-06	32.29870820711256
8.970151058423186e-06	32.02751681891417
9.122225141718621e-06	31.774414413724376
9.276877389713784e-06	31.519901591041805
9.434151510929404e-06	31.26393032852357
9.594091954891897e-06	31.006451991506164
9.756743924695923e-06	30.74741732093538
9.922153389779922e-06	30.48677642110574
1.009036709891814e-05	30.224478747205758
1.0261432593433015e-05	29.960473092666348
1.0435398220631543e-05	29.694707576308343
1.0612313147469377e-05	29.445232240298573
1.079222737444664e-05	29.21245351970599
1.0975191749739265e-05	28.978376707714258
