Bin Center	Bin Value
1.0084766734865977e-06	55.6497554374989
1.025573728446591e-06	55.217337335433236
1.0429606357115412e-06	54.77758829924575
1.0606423092481435e-06	54.33038404506666
1.0786237463312785e-06	53.87559818199852
1.096910028956362e-06	53.41310217639534
1.1155063252756382e-06	52.942765315535446
1.1344178910588306e-06	52.46445467067905
1.1536500711785527e-06	51.978035059499504
1.1732083011208957e-06	51.483369007877045
1.1930981085216315e-06	51.04232736164966
1.213325114728462e-06	50.656342668781
1.2338950363897473e-06	50.26381424348783
1.2548136870701676e-06	49.864631147603816
1.276086978893783e-06	49.4586805621894
1.297720924214946e-06	49.04584775564654
1.3197216373175394e-06	48.62601605129244
1.3420953361430188e-06	48.199066794384066
1.3648483440477588e-06	47.764879318583326
1.3879870915901932e-06	47.32333091185398
1.4115181183482398e-06	46.92469544799326
1.4354480747675497e-06	46.570125862589116
1.4597837240410894e-06	46.2095451359775
1.484531944020583e-06	45.842851359195805
1.509699729160358e-06	45.46994089558341
1.5352941924941531e-06	45.09070835149142
1.56132256764544e-06	44.705046546495964
1.5877922108718152e-06	44.3128464831061
1.6147106031440625e-06	43.913997315958675
1.6420853522604615e-06	43.508386320490594
1.669924194996937e-06	43.142196063390436
1.698234999293656e-06	42.81648565502785
1.727025766478706e-06	42.48525336509947
1.7563046335294701e-06	42.14840557923124
1.7860798753723282e-06	41.80584709597204
1.816359907221357e-06	41.45748109988753
1.8471532869566818e-06	41.103209134197705
1.8784687175431391e-06	40.74293107295071
1.9103150494899438e-06	40.37654509272455
1.942701283352064e-06	40.003947643849465
1.9756365722740036e-06	39.667090460907275
2.009130224576702e-06	39.366934466522196
2.043191706388287e-06	39.061689823418234
2.077830644319443e-06	38.751270261967974
2.1130568281841312e-06	38.43558804998522
2.148880213766419e-06	38.11455396792945
2.1853109256342356e-06	37.78807728369034
2.2223592600008277e-06	37.4560657269447
2.260035687634718e-06	37.11842546307844
2.2983508568189965e-06	36.775061066666744
2.33731559636079e-06	36.46523856876421
2.3769409186517584e-06	36.18985888239923
2.4172380227804506e-06	35.909810588661934
2.458218297697449e-06	35.62501453903166
2.499893325434172e-06	35.33539024315538
2.5422748843762352e-06	35.04085584609927
2.5853749525923086e-06	34.74132810521433
2.6292057112194152e-06	34.436722366610034
2.6737795479056283e-06	34.12695254122919
2.7191090603111086e-06	33.811931080516835
2.765207059668523e-06	33.527389087099955
2.812086574403813e-06	33.27414564944853
2.8597608538183485e-06	33.01660888792994
2.908243371833496e-06	32.75470601633498
2.9575478307986853e-06	32.488363014484555
3.007688165364037e-06	32.21750460730992
3.0586785464186307e-06	31.942054243577836
3.1105333850955385e-06	31.661934074255516
3.1632673368447717e-06	31.377064930508443
3.216895305575281e-06	31.087366301325517
3.271432447867146e-06	30.825592235822658
3.326894177255208e-06	30.59249331842242
3.3832961685853226e-06	30.355442594196454
3.4406543624444367e-06	30.114373066792428
3.4989849696657957e-06	29.869216604045672
3.5583044759105364e-06	29.61990391872321
3.6186296463269256e-06	29.36636454894169
3.679977530288602e-06	29.1085268382529
3.7423654662131476e-06	28.846317915392028
3.8058110864623638e-06	28.57966367368239
3.870332322325599e-06	28.33884656947022
3.935947409087562e-06	28.12456088051936
4.0026748911820734e-06	27.9066423319323
4.070533627433186e-06	27.685029334579173
4.1395427963851244e-06	27.45965925518815
4.209721901722633e-06	27.230468398643808
4.2810907777831974e-06	26.997391989985413
4.3536695951627085e-06	26.760364156099765
4.427478866416158e-06	26.51931790710395
4.5025394518550016e-06	26.27418511741229
4.5788725654428015e-06	26.052964401819757
4.656499780790804e-06	25.85629807246694
4.735443037255164e-06	25.65629759059465
4.815724646137554e-06	25.452906431158354
4.897367296990898e-06	25.24606711082487
4.980394064031971e-06	25.03572117172608
5.0648284126627486e-06	24.82180916493732
5.150694206102325e-06	24.604270633675764
5.23801571213121e-06	24.383044096213688
5.3268176099500205e-06	24.158067028502344
5.417124997154431e-06	23.95470310832319
5.508963396828368e-06	23.77353338360266
5.602358764757438e-06	23.589292225677916
5.697337496764694e-06	23.401927563476118
5.793926436170743e-06	23.21138644314548
5.892152881380323e-06	23.017615013089237
5.9920445935974825e-06	22.82055850874576
6.093629804671601e-06	22.620161237110793
6.1969372250764114e-06	22.416366560997346
6.301996052024249e-06	22.209116883028457
6.408835977717925e-06	22.021974936834795
6.517487197742476e-06	21.855481004354456
6.627980419599171e-06	21.686164442467838
6.740346871384189e-06	21.513977398159252
6.854618310614458e-06	21.338871207144194
6.970827033203125e-06	21.160796380115723
7.089005882587156e-06	20.979702588757448
7.209188259009688e-06	20.795538651519582
7.331408128959766e-06	20.608252519153755
7.4557000347721344e-06	20.417791260002677
7.582099104389701e-06	20.245899210811523
7.710641061291574e-06	20.093075181200867
7.841362234589427e-06	19.93766027279039
7.974299569294943e-06	19.779610561512825
8.109490636761403e-06	19.61888137864096
8.2469736453023e-06	19.455427298163134
8.386787450989916e-06	19.289202123944793
8.528971568637e-06	19.120158876672257
8.673566182964624e-06	18.948249780575228
8.820612159959398e-06	18.773426249924203
8.970151058423186e-06	18.615442419708536
9.122225141718621e-06	18.474750941879027
9.276877389713784e-06	18.33167427260968
9.434151510929404e-06	18.186171974922452
9.594091954891897e-06	18.03820292629714
9.756743924695923e-06	17.887725307049173
9.922153389779922e-06	17.734696588510417
1.009036709891814e-05	17.579073521009402
1.0261432593433015e-05	17.42081212164801
1.0435398220631543e-05	17.259867661870786
1.0612313147469377e-05	17.11447002911844
1.079222737444664e-05	16.985037057447435
1.0975191749739265e-05	16.853409763697922
