Bin Center	Bin Value
1.0084766734865977e-06	75.67883950926128
1.025573728446591e-06	75.09077713485136
1.0429606357115412e-06	74.49274513496619
1.0606423092481435e-06	73.88457449108587
1.0786237463312785e-06	73.26609331926089
1.096910028956362e-06	72.6371268215336
1.1155063252756382e-06	71.99749723653586
1.1344178910588306e-06	71.34702378924925
1.1536500711785527e-06	70.685522639914
1.1732083011208957e-06	70.01280683207091
1.1930981085216315e-06	69.413017349518
1.213325114728462e-06	68.88810238040797
1.2338950363897473e-06	68.35428834569527
1.2548136870701676e-06	67.81142437643291
1.276086978893783e-06	67.25935704594032
1.297720924214946e-06	66.6979303264414
1.3197216373175394e-06	66.12698554496679
1.3420953361430188e-06	65.54636133850931
1.3648483440477588e-06	64.95589360841865
1.3879870915901932e-06	64.35541547402335
1.4115181183482398e-06	63.81329665375659
1.4354480747675497e-06	63.33110507794739
1.4597837240410894e-06	62.840738741046
1.484531944020583e-06	62.34205905349116
1.509699729160358e-06	61.834925076164716
1.5352941924941531e-06	61.31919348055869
1.56132256764544e-06	60.79471850826739
1.5877922108718152e-06	60.261351929792056
1.6147106031440625e-06	59.71894300264794
1.6420853522604615e-06	59.167338428760516
1.669924194996937e-06	58.669343856148345
1.698234999293656e-06	58.22639961519762
1.727025766478706e-06	57.77594598684022
1.7563046335294701e-06	57.317855661826
1.7860798753723282e-06	56.851999172586744
1.816359907221357e-06	56.3782448566457
1.8471532869566818e-06	55.896458819406405
1.8784687175431391e-06	55.40650489631101
1.9103150494899438e-06	54.908244614356505
1.942701283352064e-06	54.40153715295901
1.9756365722740036e-06	53.94343391408015
2.009130224576702e-06	53.53524168442129
2.043191706388287e-06	53.12012923026125
2.077830644319443e-06	52.697979230632896
2.1130568281841312e-06	52.26867237558614
2.148880213766419e-06	51.83208733246783
2.1853109256342356e-06	51.38810071163016
2.2223592600008277e-06	50.93658703155803
2.260035687634718e-06	50.47741868340449
2.2983508568189965e-06	50.0104658949256
2.33731559636079e-06	49.589128136371166
2.3769409186517584e-06	49.21463059662728
2.4172380227804506e-06	48.833784070151516
2.458218297697449e-06	48.44648092036889
2.499893325434172e-06	48.05261168590412
2.5422748843762352e-06	47.65206504964544
2.5853749525923086e-06	47.24472780728335
2.6292057112194152e-06	46.83048483531632
2.6737795479056283e-06	46.409219058514374
2.7191090603111086e-06	45.98081141683038
2.765207059668523e-06	45.593854074822495
2.812086574403813e-06	45.249460944630165
2.8597608538183485e-06	44.89922919820655
2.908243371833496e-06	44.54305985146478
2.9575478307986853e-06	44.18085224220645
3.007688165364037e-06	43.81250400167207
3.0586785464186307e-06	43.43791102560894
3.1105333850955385e-06	43.056967444848894
3.1632673368447717e-06	42.669565595386956
3.216895305575281e-06	42.275595987953096
3.271432447867146e-06	41.91960212918801
3.326894177255208e-06	41.602604768866414
3.3832961685853226e-06	41.28023324230572
3.4406543624444367e-06	40.95239643940098
3.4989849696657957e-06	40.619001705426
3.5583044759105364e-06	40.27995481484687
3.6186296463269256e-06	39.93515994469161
3.679977530288602e-06	39.584519647468035
3.7423654662131476e-06	39.22793482362284
3.8058110864623638e-06	38.86530469353358
3.870332322325599e-06	38.53781143150473
3.935947409087562e-06	38.24639921086496
4.0026748911820734e-06	37.9500465777364
4.070533627433186e-06	37.64866977559205
4.1395427963851244e-06	37.34218362795125
4.209721901722633e-06	37.030501514307
4.2810907777831974e-06	36.71353534564483
4.3536695951627085e-06	36.391195539546565
4.427478866416158e-06	36.06339099487226
4.5025394518550016e-06	35.73002906601264
4.5788725654428015e-06	35.429186146439406
4.656499780790804e-06	35.1617357421488
4.735443037255164e-06	34.889751158356134
4.815724646137554e-06	34.613155525543036
4.897367296990898e-06	34.33187067099562
4.980394064031971e-06	34.04581709671075
5.0648284126627486e-06	33.754913956928085
5.150694206102325e-06	33.45907903528112
5.23801571213121e-06	33.158228721560675
5.3268176099500205e-06	32.85227798808475
5.417124997154431e-06	32.57571848033341
5.508963396828368e-06	32.32934035347942
5.602358764757438e-06	32.07878529275427
5.697337496764694e-06	31.823982485148747
5.793926436170743e-06	31.564859917136122
5.892152881380323e-06	31.301344354319426
5.9920445935974825e-06	31.03336132073345
6.093629804671601e-06	30.760835077796138
6.1969372250764114e-06	30.48368860290304
6.301996052024249e-06	30.20184356765868
6.408835977717925e-06	29.947343506204092
6.517487197742476e-06	29.720923160752704
6.627980419599171e-06	29.490664232623082
6.740346871384189e-06	29.256501644991204
6.854618310614458e-06	29.018369217763038
6.970827033203125e-06	28.776199648870524
7.089005882587156e-06	28.52992449525023
7.209188259009688e-06	28.279474153499734
7.331408128959766e-06	28.024777840205957
7.4557000347721344e-06	27.765763571940145
7.582099104389701e-06	27.5320033898112
7.710641061291574e-06	27.32417567203568
7.841362234589427e-06	27.11282457885008
7.974299569294943e-06	26.897890377248547
8.109490636761403e-06	26.679312321550846
8.2469736453023e-06	26.457028636234156
8.386787450989916e-06	26.230976498473837
8.528971568637e-06	26.001092020388036
8.673566182964624e-06	25.767310230981497
8.820612159959398e-06	25.529565057783103
8.970151058423186e-06	25.314721278531554
9.122225141718621e-06	25.123394482555685
9.276877389713784e-06	24.928824057022332
9.434151510929404e-06	24.73095501155422
9.594091954891897e-06	24.529731423503026
9.756743924695923e-06	24.32509642214439
9.922153389779922e-06	24.11699217260488
1.009036709891814e-05	23.905359859516338
1.0261432593433015e-05	23.69013967039326
1.0435398220631543e-05	23.47127077872835
1.0612313147469377e-05	23.273545250188537
1.079222737444664e-05	23.097531328694384
1.0975191749739265e-05	22.918533382117033
